Sr. No,"All India 
Merit",Institute Code,Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type
785,43979 (38.8121746),6640,664037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
786,43981 (38.8121746),6808,680837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
787,44050 (38.6653466),4123,412308210,Bio Technology,JEE(Main),AI to AI,AI
,,,,,,,
788,44080 (38.5705115),6466,646624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
789,44117 (38.5705115),6782,678237210,Electronics and ,JEE(Main),MH to AI,GNT2H
,,,,Telecommunication Engg,,,
790,44244 (38.4244606),6803,680324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
791,44251 (38.4244606),5330,533099510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
792,44314 (38.3271978),3222,322291110,Computer Science and ,JEE(Main),MH to AI,GOPENO
,,,,Engineering(Artificial ,,,
793,44342 (38.3271978),4142,414261210,Mechanical Engineering,JEE(Main),MH to AI,GOPENO
,,,,,,,
794,44349 (38.3271978),6220,622037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
795,44530 (38.0997793),6632,663237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
796,44552 (38.0219441),6265,626561510,Mechanical & Automation ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
797,44613 (37.8595582),6184,618437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
798,44646 (37.8595582),2138,213824210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
,,,,,,,
799,44879 (37.2629699),5331,533137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
800,44949 (37.2293203),4172,417237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
801,45042 (37.1757063),4139,413961210,Mechanical Engineering,JEE(Main),MH to AI,LOPENH
,,,,,,,
802,45071 (37.1023184),6267,626761210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
803,45100 (37.1023184),2134,213484410,Electronics and Computer ,JEE(Main),MH to AI,LOBCO
,,,,Engineering,,,
804,45195 (36.8334658),2533,253329310,Electrical Engineering,JEE(Main),AI to AI,AI
805,45403 (36.3392985),3211,321161210,Mechanical Engineering,JEE(Main),AI to AI,AI
806,45721 (35.7695961),5331,533161210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
807,45741 (35.7695961),3198,319824610,Information Technology,JEE(Main),AI to AI,AI
808,45839 (35.7093591),5139,513937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
809,45974 (35.4757701),3219,321924610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
810,46047 (35.3814852),6298,629861210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
811,46055 (35.3434389),6139,613961210,Mechanical Engineering,JEE(Main),MH to AI,LOPENH
812,46064 (35.3434389),6141,614161210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
,,,,,,,
813,46098 (35.2310125),1117,111724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
814,46220 (34.9084435),6155,615561210,Mechanical Engineering,JEE(Main),MH to AI,GOPENO
815,46410 (34.5350296),5103,510361210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
816,46444 (34.5209395),3139,313937610,Electronics Engineering,JEE(Main),AI to AI,AI
817,46552 (34.2224730),5164,516437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
818,46643 (33.9992516),6028,602819110,Civil Engineering,JEE(Main),MH to AI,GNT1H
819,46666 (33.9992516),3139,313946110,Bio Medical Engineering,JEE(Main),AI to AI,AI
820,46700 (33.8758502),2131,213124210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
821,46709 (33.8758502),6643,664319110,Civil Engineering,JEE(Main),AI to AI,AI
822,46731 (33.8758502),1116,111650710,Chemical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
823,46818 (33.8125681),6808,680861210,Mechanical Engineering,JEE(Main),MH to AI,LOBCH
824,47065 (33.4359106),2516,251624210,Computer Science and ,JEE(Main),MH to AI,LSCO
,,,,Engineering,,,
825,47117 (33.4160077),5104,510437210,Electronics and ,JEE(Main),MH to AI,GVJH
,,,,Telecommunication Engg,,,
826,47143 (33.4160077),3185,318546610,Instrumentation ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
,,,,,,,
827,47204 (33.1679183),6141,614161210,Mechanical Engineering,JEE(Main),MH to AI,GNT3O
,,,,,,,
828,47226 (33.1679183),1128,112829310,Electrical Engineering,JEE(Main),AI to AI,AI
829,47230 (33.1679183),6772,677261210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
830,47278 (33.0294143),6156,615661210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
831,47282 (33.0294143),4142,414229310,Electrical Engineering,JEE(Main),MH to AI,GOPENO
,,,,,,,
832,47407 (32.7800190),3175,317546110,Bio Medical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
833,47418 (32.6289658),4195,419591210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
834,47526 (32.3507681),6278,627850710,Chemical Engineering,JEE(Main),MH to AI,LOBCH
835,47573 (32.2603446),6278,627850710,Chemical Engineering,JEE(Main),AI to AI,AI
836,47658 (32.0929485),4104,410429310,Electrical Engineering,JEE(Main),MH to AI,GNT2H
837,47688 (32.0180894),5124,512429310,Electrical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
838,47703 (32.0180894),3465,346524510,Computer Engineering,JEE(Main),MH to AI,PHCH
839,47713 (32.0180894),3183,318361210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
840,47760 (31.9075432),6794,679461210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
,,,,,,,
841,47914 (31.8256404),6319,631924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
842,47980 (31.7673835),4151,415100210,Aeronautical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
843,48065 (31.6781629),6311,631129310,Electrical Engineering,JEE(Main),MH to AI,GSCH
,,,,,,,
844,48067 (31.6781629),2127,212719110,Civil Engineering,JEE(Main),MH to AI,LOBCH
845,48085 (31.5710435),3187,318750710,Chemical Engineering,JEE(Main),AI to AI,AI
846,48131 (31.5398940),1128,112819110,Civil Engineering,JEE(Main),MH to AI,GNT1H
847,48177 (31.4335637),3423,342337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
848,48191 (31.0203964),2516,251624210,Computer Science and ,JEE(Main),MH to AI,GSCO
,,,,Engineering,,,
849,48217 (31.0203964),6156,615629310,Electrical Engineering,JEE(Main),AI to AI,AI
850,48263 (30.9325728),4163,416370110,Mining Engineering,JEE(Main),MH to AI,LSTH
851,48435 (30.7387470),3146,314637210,Electronics and ,JEE(Main),MH to AI,GOBCO
,,,,Telecommunication Engg,,,
852,48441 (30.7387470),3353,335324510,Computer Engineering,JEE(Main),MH to AI,PHCH
,,,,,,,
853,48512 (30.6100517),1130,113024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
854,48519 (30.5316601),6307,630760210,Automobile Engineering,JEE(Main),MH to AI,GNT2H
,,,,,,,
,,,,,,,
,,,,,,,
855,48651 (30.2916328),1116,111619110,Civil Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
856,48659 (30.2660948),6758,675899510,Artificial Intelligence and ,JEE(Main),MH to AI,DEFO
,,,,Data Science,,,
857,48671 (30.2660948),4133,413324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
858,48708 (30.2631241),6177,617761210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
859,48724 (30.2378061),6222,622257010,Fashion Technology,JEE(Main),AI to AI,AI
,,,,,,,
860,48804 (30.1289720),4192,419224210,Computer Science and ,JEE(Main),MH to AI,GNT1H
,,,,Engineering,,,
861,48903 (29.7811590),2135,213524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
862,48909 (29.7811590),6315,631524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
863,48958 (29.6927378),4613,461324510,Computer Engineering,JEE(Main),AI to AI,AI
864,48990 (29.5952596),2114,211461210,Mechanical Engineering,JEE(Main),AI to AI,AI
865,48999 (29.5952596),4136,413619110,Civil Engineering,JEE(Main),MH to AI,GOPENO
,,,,,,,
866,49020 (29.4713592),2508,250824510,Computer Engineering,JEE(Main),AI to AI,AI
867,49111 (29.4134631),6283,628350310,Food Technology,JEE(Main),AI to AI,AI
868,49116 (29.4134631),1107,110729310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
,,,,,,,
869,49146 (29.4046552),5170,517099410,Robotics,JEE(Main),AI to AI,AI
,,,,,,,
870,49337 (28.9980197),4174,417461210,Mechanical Engineering,JEE(Main),MI to AI,MI
871,49373 (28.9884000),4004,400461210,Mechanical Engineering,JEE(Main),MH to AI,LSCH
872,49396 (28.9882651),5104,510437210,Electronics and ,JEE(Main),MH to AI,GSTH
,,,,Telecommunication Engg,,,
873,49479 (28.8412301),4141,414124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
874,49523 (28.5461530),4116,411661210,Mechanical Engineering,JEE(Main),AI to AI,AI
875,49553 (28.5327730),1120,112037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
876,49649 (28.3200823),6772,677229310,Electrical Engineering,JEE(Main),MH to AI,GSCH
877,49688 (28.2348805),6223,622361210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
878,49690 (28.2348805),6322,632237210,Electronics and ,JEE(Main),MH to AI,GNT2H
,,,,Telecommunication Engg,,,
879,49695 (28.2348805),3436,343624510,Computer Engineering,JEE(Main),MH to AI,GSTO
880,49865 (27.6356103),6183,618324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
881,49867 (27.6356103),6214,621461210,Mechanical Engineering,JEE(Main),AI to AI,AI
882,49873 (27.6356103),3465,346524510,Computer Engineering,JEE(Main),MH to AI,GVJH
,,,,,,,
,,,,,,,
883,50181 (27.0960664),6795,679524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
884,50279 (26.9592107),6177,617708210,Bio Technology,JEE(Main),AI to AI,AI
885,50455 (26.5559476),4142,414229310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
886,50478 (26.5180473),6757,675724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
887,50628 (26.0673461),6184,618429310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
888,50699 (25.7423144),4116,411619110,Civil Engineering,JEE(Main),MI to AI,MI
889,50793 (25.6955265),5171,517124510,Computer Engineering,JEE(Main),AI to AI,AI
890,50854 (25.6252277),3503,350324510,Computer Engineering,JEE(Main),MH to AI,LSTH
891,51075 (25.0114521),6268,626819110,Civil Engineering,JEE(Main),MH to AI,LNT1O
892,51280 (24.6245668),6305,630524610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
893,51369 (24.2771145),6802,680219110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
894,51371 (24.2771145),5179,517924510,Computer Engineering,JEE(Main),AI to AI,AI
895,51425 (24.0847291),6802,680219110,Civil Engineering,JEE(Main),MH to AI,LSTH
,,,,,,,
896,51472 (24.0832638),3135,313561210,Mechanical Engineering,JEE(Main),MH to AI,GSTH
,,,,,,,
,,,,,,,
,,,,,,,
897,51501 (23.9898154),3206,320624510,Computer Engineering,JEE(Main),AI to AI,AI
898,51504 (23.9812243),5177,517799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
899,51571 (23.8378140),1121,112161210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
900,51753 (23.4037208),3202,320224510,Computer Engineering,JEE(Main),AI to AI,AI
901,51754 (23.4037208),4163,416337010,Electronics and ,JEE(Main),AI to AI,AI
,,,,Communication ,,,
902,51760 (23.4037208),6632,663292110,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Machine Learning,,,
903,51838 (23.1653585),6146,614661210,Mechanical Engineering,JEE(Main),MH to AI,LOBCO
904,51905 (22.9937492),4118,411824510,Computer Engineering,JEE(Main),AI to AI,AI
905,51921 (22.9513259),2508,250850310,Food Technology,JEE(Main),AI to AI,AI
906,51950 (22.9294308),5152,515299710,Artificial Intelligence,JEE(Main),AI to AI,AI
907,52131 (22.3446826),4136,413619110,Civil Engineering,JEE(Main),MH to AI,LOPENO
,,,,,,,
908,52338 (21.9504340),3187,318791810,Civil and infrastructure ,JEE(Main),MH to AI,GNT1H
,,,,Engineering,,,
909,52341 (21.9504340),4147,414719110,Civil Engineering,JEE(Main),MH to AI,LNT1H
910,52413 (21.8619564),6326,632624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
,,,,,,,
911,52418 (21.8619564),6149,614937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
912,52468 (21.6709043),6284,628429310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
913,52470 (21.6709043),3194,319461210,Mechanical Engineering,JEE(Main),MH to AI,GOBCH
914,52475 (21.6709043),3467,346761210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
915,52598 (21.2608958),6122,612219110,Civil Engineering,JEE(Main),MH to AI,GNT2H
916,52632 (21.2394862),6141,614161210,Mechanical Engineering,JEE(Main),MH to AI,LNT3O
,,,,,,,
917,52636 (21.2394862),6767,676799510,Artificial Intelligence and ,JEE(Main),MH to AI,GNT1H
,,,,Data Science,,,
918,52671 (21.1822607),4175,417524210,Computer Science and ,JEE(Main),MH to AI,DEFO
,,,,Engineering,,,
919,52702 (21.1399559),6322,632224510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
920,52783 (21.0455014),6155,615519110,Civil Engineering,JEE(Main),MH to AI,LOPENO
921,52789 (21.0455014),6222,622289610,Textile Technology,JEE(Main),AI to AI,AI
,,,,,,,
922,52865 (20.8240100),6160,616019110,Civil Engineering,JEE(Main),MH to AI,GNT1H
923,52882 (20.8240100),3175,317537210,Electronics and ,JEE(Main),MH to AI,GOBCH
,,,,Telecommunication Engg,,,
924,53029 (20.0658242),4123,412350710,Chemical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
,,,,,,,
925,53166 (19.8870765),4172,417229310,Electrical Engineering,JEE(Main),MH to AI,GOPENO
926,53260 (19.7290066),3221,322137210,Electronics and ,JEE(Main),MH to AI,LOBCH
,,,,Telecommunication Engg,,,
927,53269 (19.7290066),3465,346524510,Computer Engineering,JEE(Main),MH to AI,LSCH
928,53309 (19.5798815),1119,111924610,Information Technology,JEE(Main),MH to AI,GNT3H
,,,,,,,
929,53330 (19.5794333),5139,513991610,Automation and Robotics,JEE(Main),AI to AI,AI
930,53514 (19.0931270),6802,680261210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
931,53702 (18.1307377),5390,539092110,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Machine Learning,,,
932,53749 (18.0400338),4151,415161210,Mechanical Engineering,JEE(Main),MH to AI,LOBCH
,,,,,,,
933,53924 (17.8925056),6298,629861210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
934,53964 (17.8387245),6283,628329310,Electrical Engineering,JEE(Main),AI to AI,AI
935,54032 (17.2937525),1125,112524210,Computer Science and ,JEE(Main),MH to AI,GNT2H
,,,,Engineering,,,
936,54070 (17.2274423),3187,318750710,Chemical Engineering,JEE(Main),MH to AI,GVJH
937,54157 (16.9383711),4138,413829310,Electrical Engineering,JEE(Main),MI to AI,MI
,,,,,,,
938,54218 (16.7240538),4136,413629310,Electrical Engineering,JEE(Main),MH to AI,GOPENH
,,,,,,,
,,,,,,,
,,,,,,,
939,54222 (16.7240538),4147,414729310,Electrical Engineering,JEE(Main),AI to AI,AI
940,54342 (16.5028889),3465,346524510,Computer Engineering,JEE(Main),MH to AI,LSCO
941,54372 (16.4571174),6762,676224210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
942,54423 (16.3919335),3351,335191110,Computer Science and ,JEE(Main),MH to AI,GVJH
,,,,Engineering(Artificial ,,,
943,54448 (16.2751893),5106,510637210,Electronics and ,JEE(Main),MH to AI,DEFO
,,,,Telecommunication Engg,,,
944,54513 (15.9530606),2133,213329310,Electrical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
945,54532 (15.8198758),6794,679461210,Mechanical Engineering,JEE(Main),MH to AI,LOBCH
946,54536 (15.8198758),5121,512161210,Mechanical Engineering,JEE(Main),AI to AI,AI
947,54661 (15.2735387),4123,412319110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
948,54713 (15.2285901),5173,517319110,Civil Engineering,JEE(Main),MI to AI,MI
,,,,,,,
949,54757 (14.9903735),3185,318546610,Instrumentation ,JEE(Main),MH to AI,GOPENH
,,,,Engineering,,,
950,54960 (14.3897862),4151,415161210,Mechanical Engineering,JEE(Main),MH to AI,GNT3H
,,,,,,,
951,55044 (14.0096618),1126,112624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
952,55100 (13.9699602),2112,211284410,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
,,,,,,,
953,55201 (13.8528202),5125,512529310,Electrical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
954,55280 (13.4484950),5139,513950710,Chemical Engineering,JEE(Main),AI to AI,AI
955,55350 (13.3436847),4192,419224210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
956,55396 (13.0999701),6207,620761210,Mechanical Engineering,JEE(Main),MH to AI,ORPHAN
,,,,,,,
957,55398 (13.0999701),6325,632529310,Electrical Engineering,JEE(Main),MH to AI,LOPENO
,,,,,,,
958,55560 (12.3034052),3220,322024510,Computer Engineering,JEE(Main),MH to AI,GOBCO
959,55612 (12.2100468),3223,322390010,Electronics and Computer ,JEE(Main),MI to AI,MI
,,,,Science,,,
960,55727 (11.7287787),6758,675899510,Artificial Intelligence and ,JEE(Main),MH to AI,GSTO
,,,,Data Science,,,
961,56085 (10.2383044),6310,631061210,Mechanical Engineering,JEE(Main),MH to AI,LOBCH
,,,,,,,
962,56123 (10.0808481),5003,500350710,Chemical Engineering,JEE(Main),MH to AI,GNT2H
,,,,,,,
963,56256 (9.6183116),3033,303361210,Mechanical Engineering,JEE(Main),MH to AI,LOPENO
964,56455 (8.8942414),3440,344024510,Computer Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
965,56522 (8.4834391),3148,314890010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
966,56564 (8.2440560),3220,322024510,Computer Engineering,JEE(Main),MH to AI,GNT3H
,,,,,,,
,,,,,,,
967,56690 (7.8930617),6141,614161210,Mechanical Engineering,JEE(Main),MH to AI,LOBCO
,,,,,,,
968,56704 (7.8813523),3146,314637210,Electronics and ,JEE(Main),MH to AI,GNT1H
,,,,Telecommunication Engg,,,
969,56754 (7.6464066),4197,419724210,Computer Science and ,JEE(Main),MH to AI,GNT2H
,,,,Engineering,,,
970,56785 (7.4200946),4133,413337210,Electronics and ,JEE(Main),MH to AI,LOBCH
,,,,Telecommunication Engg,,,
971,56797 (7.3876808),6640,664061210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
972,56810 (7.3876808),5170,517029310,Electrical Engineering,JEE(Main),MH to AI,GOPENO
,,,,,,,
973,56817 (7.3168538),6145,614529310,Electrical Engineering,JEE(Main),AI to AI,AI
974,56871 (6.9211829),4177,417719110,Civil Engineering,JEE(Main),MH to AI,LOPENO
,,,,,,,
975,56876 (6.9182695),4116,411661210,Mechanical Engineering,JEE(Main),MH to AI,LOPENO
976,56896 (6.9023096),4175,417524210,Computer Science and ,JEE(Main),MH to AI,GNT2O
,,,,Engineering,,,
977,56902 (6.9023096),6643,664329310,Electrical Engineering,JEE(Main),AI to AI,AI
978,56951 (6.7387507),6545,654524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
979,56998 (6.4634017),6317,631791610,Automation and Robotics,JEE(Main),AI to AI,AI
,,,,,,,
980,57042 (6.2477127),4135,413529310,Electrical Engineering,JEE(Main),MH to AI,LSCH
,,,,,,,
,,,,,,,
,,,,,,,
981,57101 (6.0212787),3207,320760210,Automobile Engineering,JEE(Main),MI to AI,MI
982,57138 (5.6445983),2516,251624210,Computer Science and ,JEE(Main),MH to AI,LOBCO
,,,,Engineering,,,
983,57167 (5.5666445),5409,540924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
984,57220 (5.2084853),4192,419224210,Computer Science and ,JEE(Main),MH to AI,ORPHAN
,,,,Engineering,,,
985,57239 (5.1516576),6635,663529310,Electrical Engineering,JEE(Main),MH to AI,LOBCH
,,,,,,,
986,57249 (5.1445257),3351,335124510,Computer Engineering,JEE(Main),AI to AI,AI
987,57330 (4.8240318),4190,419037010,Electronics and ,JEE(Main),MH to AI,GNT2H
,,,,Communication ,,,
988,57401 (4.3734354),6265,626519110,Civil Engineering,JEE(Main),AI to AI,AI
989,57467 (4.1706592),1265,126519110,Civil Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
990,57612 (3.2021406),5181,518129310,Electrical Engineering,JEE(Main),MH to AI,LNT2H
,,,,,,,
991,57622 (3.1759731),4151,415161210,Mechanical Engineering,JEE(Main),MH to AI,GSTH
,,,,,,,
992,57694 (2.6229952),5171,517129310,Electrical Engineering,JEE(Main),MH to AI,GNT2H
993,57706 (2.6116342),1265,126535610,Electrical Engg[Electronics ,JEE(Main),MH to AI,GNT1H
,,,,and Power],,,
994,57860 (1.7259468),6758,675892110,Artificial Intelligence and ,JEE(Main),MH to AI,GOBCH
,,,,Machine Learning,,,
,,,,,,,
,,,,,,,
995,57862 (1.7259468),6640,664019110,Civil Engineering,JEE(Main),AI to AI,AI
996,57889 (1.5767794),6321,632124210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
997,57926 (1.4688493),3210,321037210,Electronics and ,JEE(Main),MH to AI,GOPENH
,,,,Telecommunication Engg,,,
998,57951 (1.2660671),4138,413819110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
999,58001 (1.0015770),6308,630824510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
"1,000",58013 (0.8728020),4142,414229310,Electrical Engineering,JEE(Main),MI to AI,MI
,,,,,,,
"1,001",58023 (0.7668830),4163,416370110,Mining Engineering,JEE(Main),MH to AI,GNT3H
"1,002",58063 (0.4926638),4134,413437210,Electronics and ,JEE(Main),MH to AI,GSTO
,,,,Telecommunication Engg,,,
"1,003",58084 (0.3548815),4145,414599510,Artificial Intelligence and ,JEE(Main),MH to AI,PHCH
,,,,Data Science,,,
"1,004",58620 (96.3680008),4141,414124510,Computer Engineering,MHT-CET,MH to AI,GNT2H
,,,,,,,
"1,005",59010 (94.7678084),5121,512121910,Robotics and Automation,MHT-CET,AI to AI,AI
"1,006",59250 (93.9762686),5170,517099510,Artificial Intelligence and ,MHT-CET,MH to AI,GOPENH
,,,,Data Science,,,
"1,007",59671 (92.5794500),3423,342361210,Mechanical Engineering,MHT-CET,MH to AI,GOPENO
"1,008",59886 (92.0184593),3201,320161210,Mechanical Engineering,MHT-CET,MI to AI,MI
,,,,,,,
,,,,,,,
"1,009",60439 (90.6286291),2113,211301110,Agricultural Engineering,MHT-CET,AI to AI,AI
"1,010",61000 (89.3806702),3460,346092410,Data Engineering,MHT-CET,MH to AI,GOPENO
"1,011",61655 (87.9403016),3189,318946610,Instrumentation ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,012",62098 (87.0638728),6756,675626310,Artificial Intelligence (AI) ,MHT-CET,AI to AI,AI
,,,,and Data Science,,,
"1,013",62640 (85.8373608),3447,344724510,Computer Engineering,MHT-CET,MH to AI,GSTH
"1,014",62714 (85.6712301),6141,614161210,Mechanical Engineering,MHT-CET,MH to AI,LSTO
,,,,,,,
"1,015",62748 (85.6479577),6758,675892110,Artificial Intelligence and ,MHT-CET,MH to AI,GSCH
,,,,Machine Learning,,,
"1,016",63523 (84.0932969),6283,628350310,Food Technology,MHT-CET,MH to AI,LNT2O
"1,017",63643 (84.0034174),3503,350324510,Computer Engineering,MHT-CET,MH to AI,GSCH
"1,018",63719 (83.9765231),6177,617750710,Chemical Engineering,MHT-CET,MH to AI,LOBCH
"1,019",63733 (83.6967382),6177,617761210,Mechanical Engineering,MHT-CET,MH to AI,GNT2H
"1,020",63899 (83.5151072),6206,620661210,Mechanical Engineering,MHT-CET,MH to AI,GNT2H
"1,021",64300 (82.9327064),3204,320429310,Electrical Engineering,MHT-CET,MI to AI,MI
"1,022",64657 (82.1745519),6822,682219110,Civil Engineering,MHT-CET,MH to AI,GNT3H
,,,,,,,
,,,,,,,
,,,,,,,
"1,023",64740 (82.0130279),4116,411661210,Mechanical Engineering,MHT-CET,MI to AI,MI
"1,024",64848 (81.9881488),6758,675892110,Artificial Intelligence and ,MHT-CET,MH to AI,GSTH
,,,,Machine Learning,,,
"1,025",65342 (80.9163492),6149,614937210,Electronics and ,MHT-CET,MI to AI,MI
,,,,Telecommunication Engg,,,
"1,026",65535 (80.7614398),6307,630760210,Automobile Engineering,MHT-CET,MH to AI,GNT3H
,,,,,,,
"1,027",65717 (80.2308950),3218,321837210,Electronics and ,MHT-CET,MH to AI,GOPENO
,,,,Telecommunication Engg,,,
"1,028",65788 (80.2221661),1125,112524210,Computer Science and ,MHT-CET,MH to AI,GOBCH
,,,,Engineering,,,
"1,029",65843 (80.0862203),3423,342337210,Electronics and ,MHT-CET,MH to AI,GOPENO
,,,,Telecommunication Engg,,,
"1,030",65897 (79.9592461),6156,615661210,Mechanical Engineering,MHT-CET,MH to AI,GNT2H
"1,031",65953 (79.9517542),6419,641961210,Mechanical Engineering,MHT-CET,MH to AI,GNT1H
,,,,,,,
"1,032",65980 (79.7854925),1182,118224210,Computer Science and ,MHT-CET,MH to AI,GSTO
,,,,Engineering,,,
"1,033",66037 (79.6562469),2250,225037210,Electronics and ,MHT-CET,MH to AI,LOBCH
,,,,Telecommunication Engg,,,
"1,034",66215 (79.5415810),6281,628161210,Mechanical Engineering,MHT-CET,MH to AI,GOPENO
"1,035",66488 (78.9245140),6325,632537210,Electronics and ,MHT-CET,MI to AI,MI
,,,,Telecommunication Engg,,,
"1,036",66933 (78.1762608),3187,318750710,Chemical Engineering,MHT-CET,MH to AI,GNT1H
,,,,,,,
,,,,,,,
"1,037",67067 (78.0626182),4649,464961210,Mechanical Engineering,MHT-CET,MI to AI,MI
"1,038",67493 (77.3804659),2136,213653410,Food Engineering and ,MHT-CET,MH to AI,LOBCH
,,,,Technology,,,
"1,039",67564 (77.3552748),5181,518129310,Electrical Engineering,MHT-CET,MH to AI,GNT2H
,,,,,,,
"1,040",67745 (77.1775332),3465,346524510,Computer Engineering,MHT-CET,AI to AI,AI
"1,041",67915 (76.6846715),3187,318750710,Chemical Engineering,MHT-CET,MH to AI,PHCH
"1,042",68507 (75.9050745),3353,335324510,Computer Engineering,MHT-CET,MH to AI,DEFO
,,,,,,,
