Sr. No,"All India 
Merit",Institute Code,Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type
,,,,,,,
,,,,,,,
267,15430 (74.8740981),3208,320861210,Mechanical Engineering,JEE(Main),AI to AI,AI
268,15436 (74.8740981),1101,110137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
269,15477 (74.8329491),3192,319224510,Computer Engineering,JEE(Main),AI to AI,AI
270,15493 (74.8287715),5449,544924610,Information Technology,JEE(Main),AI to AI,AI
271,15508 (74.8287715),2032,203290410,Chemical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
272,15523 (74.8105583),4116,411691710,Data Science,JEE(Main),AI to AI,AI
273,15528 (74.7403513),4116,411637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
274,15546 (74.7287619),2113,211399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
275,15562 (74.7287619),6203,620324510,Computer Engineering,JEE(Main),AI to AI,AI
276,15577 (74.7137451),4142,414291010,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Cyber ,,,
277,15596 (74.7117420),2126,212624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
278,15609 (74.7117420),6649,664924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
279,15662 (74.6356341),3139,313937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
280,15668 (74.6356341),3460,346024610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
281,15740 (74.3631359),6796,679637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
282,15753 (74.3246742),3183,318391110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
283,15903 (74.2095208),6284,628424610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
284,15908 (74.1966074),3207,320790010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
285,15949 (74.1712873),6273,627350710,Chemical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
286,15956 (74.1645079),3190,319061210,Mechanical Engineering,JEE(Main),AI to AI,AI
287,16014 (74.1489497),3194,319499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
288,16062 (74.0536407),3196,319691110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
289,16103 (74.0077247),3187,318724610,Information Technology,JEE(Main),AI to AI,AI
290,16130 (73.9842466),6298,629824510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
291,16152 (73.9842466),6177,617737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
292,16427 (73.6137749),4142,414237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
293,16482 (73.5025407),3475,347591110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
294,16556 (73.4636963),6185,618524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
295,16568 (73.4299517),2126,212684410,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
296,16610 (73.4061248),6222,622226310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI
,,,,and Data Science,,,
297,16611 (73.4061248),3196,319691210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
298,16664 (73.3491705),5173,517324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
299,16679 (73.3325590),3148,314825210,Cyber Security,JEE(Main),AI to AI,AI
,,,,,,,
300,16757 (73.2391359),4123,412324610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
301,16906 (72.9990371),3218,321824510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
302,16921 (72.9343581),5181,518124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
303,16993 (72.9152208),6284,628419110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
304,17014 (72.9152208),3190,319026310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI
,,,,and Data Science,,,
305,17022 (72.9152208),4174,417437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
306,17040 (72.9049797),4138,413824210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
307,17088 (72.8307544),6769,676924510,Computer Engineering,JEE(Main),AI to AI,AI
308,17115 (72.8239115),6250,625024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
,,,,,,,
309,17202 (72.7803947),4177,417724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
310,17208 (72.7529170),6311,631124610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
311,17275 (72.5150935),1105,110524610,Information Technology,JEE(Main),AI to AI,AI
312,17277 (72.5150935),5151,515124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
313,17293 (72.5063479),5162,516237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
314,17347 (72.4604821),6834,683426310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI
,,,,and Data Science,,,
315,17369 (72.4604821),3210,321024510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
316,17434 (72.4356113),6272,627221910,Robotics and Automation,JEE(Main),AI to AI,AI
317,17522 (72.3239511),4142,414299710,Artificial Intelligence,JEE(Main),AI to AI,AI
,,,,,,,
318,17556 (72.3182297),5173,517399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
319,17576 (72.1731903),6307,630724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
320,17594 (72.1691073),3475,347524610,Information Technology,JEE(Main),AI to AI,AI
321,17628 (72.1441873),6284,628499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
322,17638 (72.1441873),4136,413624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
,,,,,,,
323,17656 (72.1246314),6786,678660210,Automobile Engineering,JEE(Main),AI to AI,AI
,,,,,,,
324,17660 (72.1246314),3187,318799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
325,17682 (72.1171716),4116,411637610,Electronics Engineering,JEE(Main),AI to AI,AI
326,17703 (72.0764650),6185,618524610,Information Technology,JEE(Main),AI to AI,AI
327,17713 (72.0764650),2114,211424210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
328,17732 (72.0490443),6769,676924610,Information Technology,JEE(Main),AI to AI,AI
329,17812 (71.9621509),6206,620624510,Computer Engineering,JEE(Main),AI to AI,AI
330,17814 (71.9621509),6283,628324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
331,17822 (71.9621509),4147,414724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
332,17861 (71.9469952),6203,620399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
333,17918 (71.8583419),6282,628246610,Instrumentation ,JEE(Main),MH to AI,GNT1H
,,,,Engineering,,,
334,18074 (71.6885070),5172,517291210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
335,18104 (71.6718747),3175,317524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
336,18106 (71.6718747),3214,321437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
,,,,,,,
337,18120 (71.6718747),3154,315491210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
338,18253 (71.4583364),6207,620791610,Automation and Robotics,JEE(Main),AI to AI,AI
,,,,,,,
339,18309 (71.4037412),3212,321224510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
340,18319 (71.4037412),4172,417224210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
341,18332 (71.4037412),6732,673299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
342,18425 (71.3097833),5151,515124610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
343,18451 (71.3097833),5139,513924610,Information Technology,JEE(Main),AI to AI,AI
344,18483 (71.2545271),3190,319062410,Mechatronics Engineering,JEE(Main),MH to AI,LOBCO
345,18528 (71.1398618),4137,413737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
346,18548 (71.1152755),6298,629899510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
347,18566 (71.1081947),6822,682261210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
348,18659 (71.0472774),4123,412300210,Aeronautical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
349,18680 (71.0163112),5109,510924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
350,18750 (70.9700298),5172,517292110,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Machine Learning,,,
,,,,,,,
,,,,,,,
351,18769 (70.9603132),3211,321190010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
352,18771 (70.9603132),4123,412325110,Computer Technology,JEE(Main),AI to AI,AI
,,,,,,,
353,18813 (70.8094645),4177,417724610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
354,18846 (70.8084229),3467,346791110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
355,18876 (70.7965375),6156,615637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
356,18905 (70.7965375),6298,629824610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
357,18966 (70.6721833),6207,620729310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
358,18971 (70.6721833),6281,628137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
359,18981 (70.6700289),3148,314837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
360,19086 (70.5026081),3197,319761210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
361,19260 (70.3584473),6278,627829310,Electrical Engineering,JEE(Main),AI to AI,AI
362,19306 (70.2436926),6419,641924210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
363,19345 (70.2249352),4304,430424550F,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
364,19387 (70.1743179),2113,211384410,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
,,,,,,,
365,19400 (70.1743179),3146,314624510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
366,19425 (70.1665150),6206,620624610,Information Technology,JEE(Main),AI to AI,AI
367,19507 (70.0643849),6268,626824210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
368,19514 (70.0643849),6794,679424510,Computer Engineering,JEE(Main),AI to AI,AI
369,19556 (70.0205399),2129,212924610,Information Technology,JEE(Main),AI to AI,AI
370,19587 (69.9674298),6325,632524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
371,19676 (69.8697669),3188,318824610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
372,19719 (69.8332348),3223,322324610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
373,19732 (69.8115850),6770,677024510,Computer Engineering,JEE(Main),AI to AI,AI
374,19736 (69.8115850),5151,515199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
375,19800 (69.7640967),6307,630724610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
376,19802 (69.7640967),6274,627429310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
377,19821 (69.7548977),4649,464929310,Electrical Engineering,JEE(Main),AI to AI,AI
378,19823 (69.7548977),6634,663424510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
379,19852 (69.7414277),6834,683424510,Computer Engineering,JEE(Main),AI to AI,AI
380,19987 (69.5494802),6310,631037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
381,20065 (69.4778479),1114,111424210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
382,20115 (69.2974653),1120,112024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
383,20134 (69.2974653),6214,621437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
384,20155 (69.2974653),6272,627246610,Instrumentation ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
385,20231 (69.2335240),5162,516284410,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
386,20313 (69.1441923),3204,320437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
387,20411 (68.9527007),4116,411629310,Electrical Engineering,JEE(Main),AI to AI,AI
388,20526 (68.8226961),1114,111424610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
389,20570 (68.8217853),6770,677024610,Information Technology,JEE(Main),AI to AI,AI
390,20596 (68.7846122),6250,625091110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
391,20626 (68.7792667),6214,621429310,Electrical Engineering,JEE(Main),AI to AI,AI
392,20661 (68.6957547),6794,679499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
,,,,,,,
,,,,,,,
393,20689 (68.6775409),4123,412399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
394,20788 (68.6160154),4167,416737610,Electronics Engineering,JEE(Main),AI to AI,AI
395,20806 (68.6160154),3154,315424610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
396,20818 (68.5916097),6284,628437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
397,20866 (68.4133293),4123,412326610,Robotics and Artificial ,JEE(Main),AI to AI,AI
,,,,Intelligence,,,
398,20873 (68.4133293),6138,613824510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
399,20952 (68.3853301),3223,322324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
400,20954 (68.3853301),5331,533124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
401,20955 (68.3853301),1105,110561210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
402,20958 (68.3853301),6275,627524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
403,20961 (68.3853301),6146,614637610,Electronics Engineering,JEE(Main),AI to AI,AI
404,21007 (68.3385983),4123,412329310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
405,21085 (68.2936980),4137,413761210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
406,21126 (68.2384775),6155,615591710,Data Science,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
407,21196 (68.1115786),3211,321137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
408,21201 (68.1068611),3188,318826310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI
,,,,and Data Science,,,
409,21247 (68.0282599),6220,622024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
410,21301 (68.0234447),3203,320390010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
411,21307 (68.0133144),2127,212724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
412,21319 (68.0133144),6283,628326310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI
,,,,and Data Science,,,
413,21365 (67.8631893),6289,628961210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
414,21388 (67.8158202),6643,664324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
415,21533 (67.6377352),4134,413437210,Electronics and ,JEE(Main),MH to AI,GNT3H
,,,,Telecommunication Engg,,,
416,21575 (67.5906743),3201,320190010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
417,21608 (67.5887811),6794,679424610,Information Technology,JEE(Main),AI to AI,AI
418,21704 (67.5399980),5121,512137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
419,21715 (67.5399980),5152,515224610,Information Technology,JEE(Main),AI to AI,AI
420,21766 (67.4921132),6634,663424610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
421,21779 (67.4872411),6184,618424510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
422,21797 (67.4872411),5109,510924610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
423,21806 (67.4691279),2113,211361210,Mechanical Engineering,JEE(Main),AI to AI,AI
424,21948 (67.2096345),1107,110724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
425,21969 (67.1185684),6275,627524610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
426,21979 (67.1185684),6419,641991310,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering (Artificial ,,,
427,22084 (67.0210573),5244,524425710,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Design,,,
428,22130 (67.0210573),3175,317524610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
429,22258 (66.9137171),6155,615599710,Artificial Intelligence,JEE(Main),AI to AI,AI
430,22264 (66.9137171),3196,319692010,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering (Internet of ,,,
431,22489 (66.7098185),6138,613824610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
432,22600 (66.4663124),2127,212724610,Information Technology,JEE(Main),AI to AI,AI
433,22627 (66.4663124),3216,321650710,Chemical Engineering,JEE(Main),MH to AI,GNT1H
434,22648 (66.4565571),3471,347124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
435,22658 (66.4565571),3193,319324510,Computer Engineering,JEE(Main),AI to AI,AI
436,22659 (66.4565571),5330,533024510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
437,22698 (66.3931988),6320,632024510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
438,22699 (66.3931988),5172,517237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
439,22714 (66.3931988),4167,416726510,Industrial IoT,JEE(Main),AI to AI,AI
440,22856 (66.2174304),6155,615537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
441,22965 (66.0662534),4177,417737010,Electronics and ,JEE(Main),AI to AI,AI
,,,,Communication ,,,
442,23073 (65.9977098),6203,620362410,Mechatronics Engineering,JEE(Main),AI to AI,AI
443,23083 (65.9977098),3436,343624510,Computer Engineering,JEE(Main),AI to AI,AI
444,23086 (65.9612629),6141,614191610,Automation and Robotics,JEE(Main),AI to AI,AI
,,,,,,,
445,23201 (65.8739292),6144,614424510,Computer Engineering,JEE(Main),AI to AI,AI
446,23259 (65.7803932),6145,614537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
447,23272 (65.7031365),3042,304291810,Civil and infrastructure ,JEE(Main),MH to AI,LOBCH
,,,,Engineering,,,
448,23359 (65.6518983),6755,675537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
,,,,,,,
449,23368 (65.6518983),6223,622324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
450,23378 (65.6518983),6184,618424610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
451,23413 (65.6266473),6178,617837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
452,23477 (65.5656768),6769,676937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
453,23529 (65.5580036),3146,314624610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
454,23532 (65.5580036),6267,626737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
455,23536 (65.5580036),4147,414724610,Information Technology,JEE(Main),AI to AI,AI
456,23543 (65.5580036),3135,313537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
457,23555 (65.4480870),6285,628537250F,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
458,23642 (65.3165912),3210,321024610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
459,23654 (65.3165912),3192,319291110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
460,23686 (65.2772580),2130,213024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
461,23836 (65.1925695),5418,541824510,Computer Engineering,JEE(Main),AI to AI,AI
462,23885 (65.0853992),6732,673237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
,,,,,,,
463,23920 (65.0714882),4151,415124210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
464,23977 (65.0603662),6772,677237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
465,24005 (65.0141519),6250,625091210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
466,24006 (65.0141519),5103,510324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
467,24039 (64.9990356),5390,539024510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
468,24106 (64.8574423),6289,628919110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
469,24223 (64.5996181),3204,320429310,Electrical Engineering,JEE(Main),AI to AI,AI
470,24295 (64.4897659),6144,614424610,Information Technology,JEE(Main),AI to AI,AI
471,24408 (64.3960223),3218,321824610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
472,24488 (64.3437188),2533,253324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
473,24586 (64.3302766),1120,112089310,Textile Engineering / ,JEE(Main),MH to AI,GOPENO
,,,,Technology,,,
474,24593 (64.3268377),4136,413699710,Artificial Intelligence,JEE(Main),AI to AI,AI
,,,,,,,
475,24726 (64.1259568),3135,313561210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
476,24785 (64.0672827),5108,510837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
,,,,,,,
477,24852 (63.9970690),1114,111437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
478,24984 (63.7611116),4139,413924210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
479,25025 (63.7579334),6185,618537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
480,25030 (63.7579334),6288,628824210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
481,25159 (63.6210790),3189,318937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
482,25181 (63.6210790),6640,664024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
483,25228 (63.6005713),6786,678637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
484,25330 (63.4839976),6270,627024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
485,25340 (63.4839976),6265,626537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
486,25402 (63.4441262),3192,319292010,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering (Internet of ,,,
487,25438 (63.4195092),6149,614924610,Information Technology,JEE(Main),AI to AI,AI
488,25446 (63.3809454),4138,413824610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
489,25483 (63.2314708),4138,413899710,Artificial Intelligence,JEE(Main),AI to AI,AI
,,,,,,,
490,25500 (63.1977313),2114,211491110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
,,,,,,,
,,,,,,,
491,25541 (63.1977313),6177,617750710,Chemical Engineering,JEE(Main),AI to AI,AI
492,25551 (63.1759523),6267,626719110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
493,25604 (63.0663203),4613,461329310,Electrical Engineering,JEE(Main),AI to AI,AI
494,25835 (62.8548482),3193,319324610,Information Technology,JEE(Main),AI to AI,AI
495,25919 (62.6333831),3176,317625910,Mechanical and ,JEE(Main),AI to AI,AI
,,,,Mechatronics Engineering ,,,
496,25976 (62.6234885),3146,314699510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
497,26069 (62.5744369),6781,678124210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
498,26093 (62.5744369),6270,627019110,Civil Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
499,26136 (62.5636892),6325,632592110,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Machine Learning,,,
500,26211 (62.5239999),6759,675924510,Computer Engineering,JEE(Main),AI to AI,AI
501,26442 (62.1186499),4147,414799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
502,26448 (62.1186499),6808,680824510,Computer Engineering,JEE(Main),AI to AI,AI
503,26488 (62.1186499),5161,516124610,Information Technology,JEE(Main),AI to AI,AI
504,26550 (62.0984506),1101,110161210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
505,26554 (62.0984506),6155,615519110,Civil Engineering,JEE(Main),MH to AI,GOPENO
506,26631 (61.9765983),6901,690124210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
507,26633 (61.9765983),3221,322124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
508,26722 (61.7810312),5108,510861210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
509,26776 (61.7336483),1128,112824210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
510,26856 (61.6968961),4175,417524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
511,26972 (61.5494994),5160,516062410,Mechatronics Engineering,JEE(Main),AI to AI,AI
,,,,,,,
512,27000 (61.5472702),5125,512524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
513,27080 (61.5276330),6283,628392010,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering (Internet of ,,,
514,27107 (61.5013952),3189,318950710,Chemical Engineering,JEE(Main),AI to AI,AI
515,27125 (61.4492976),6187,618737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
516,27195 (61.3753497),5109,510999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
517,27212 (61.3753497),5104,510424510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
518,27214 (61.3753497),6149,614924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
519,27251 (61.3450676),2250,225037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
520,27353 (61.2389720),6267,626729310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
521,27536 (60.9135106),3042,304229310,Electrical Engineering,JEE(Main),MH to AI,LOBCH
522,27600 (60.8908557),3187,318719110,Civil Engineering,JEE(Main),AI to AI,AI
523,27650 (60.8512989),3222,322224510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
524,27755 (60.6217517),6282,628229310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
525,27767 (60.6217517),6298,629837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
526,27810 (60.6034373),5121,512150710,Chemical Engineering,JEE(Main),AI to AI,AI
