Sr. No,"All India 
Merit",Institute Code,Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type
276,13033 (78.9301031),6282,628237220,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
277,13119 (78.7086899),6182,618224610,Information Technology,JEE(Main),AI to AI,AI
278,13130 (78.7086899),4167,416737610,Electronics Engineering,JEE(Main),AI to AI,AI
279,13203 (78.5613141),3185,318537610,Electronics Engineering,JEE(Main),AI to AI,AI
,,,,,,,
280,13315 (78.5069617),6179,617924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
281,13361 (78.4246409),3146,314624510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
282,13393 (78.4246409),3187,318724610,Information Technology,JEE(Main),AI to AI,AI
283,13396 (78.4246409),6272,627261210,Mechanical Engineering,JEE(Main),AI to AI,AI
284,13472 (78.3746832),6273,627346410,Instrumentation and ,JEE(Main),AI to AI,AI
,,,,Control Engineering,,,
285,13478 (78.3746832),6284,628499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
286,13482 (78.3746832),3139,313937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
287,13486 (78.3746832),3185,318546610,Instrumentation ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
288,13547 (78.2825982),5121,512119110,Civil Engineering,JEE(Main),AI to AI,AI
289,13588 (78.2825982),6325,632524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
290,13636 (78.1782543),3148,314825210,Cyber Security,JEE(Main),AI to AI,AI
,,,,,,,
291,13699 (77.9189607),6310,631024510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
292,13701 (77.9189607),6207,620737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
293,13708 (77.9189607),2252,225224210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
294,13742 (77.9127753),6177,617737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
295,13785 (77.9024333),6289,628919110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
296,13829 (77.9024333),6310,631024610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
297,13913 (77.7779556),3204,320437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
298,14122 (77.4655816),3154,315424510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
299,14128 (77.4655816),3475,347537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
300,14196 (77.4639332),3211,321137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
301,14322 (77.3008521),1114,111424210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
302,14344 (77.3008521),4171,417124210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
303,14399 (77.2066825),6278,627829310,Electrical Engineering,JEE(Main),AI to AI,AI
304,14409 (77.2066825),6187,618724610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
305,14425 (77.2066825),6311,631124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
306,14442 (77.1536909),5164,516424510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
307,14516 (77.0871953),6311,631124610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
308,14566 (77.0871953),5160,516019110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
309,14644 (76.7492284),6274,627429310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
310,14676 (76.7492284),6177,617737220,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
311,14742 (76.7218886),5139,513924510,Computer Engineering,JEE(Main),AI to AI,AI
312,14793 (76.7169081),1105,110524220,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
313,14816 (76.7169081),6139,613937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
314,14830 (76.7169081),3192,319224510,Computer Engineering,JEE(Main),AI to AI,AI
315,14851 (76.7169081),6275,627524610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
316,15090 (76.4228752),5162,516261210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
317,15128 (76.3249696),3194,319491210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
318,15256 (76.1275799),3223,322324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
319,15337 (76.0053841),5151,515124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
320,15402 (75.9503111),6203,620324510,Computer Engineering,JEE(Main),AI to AI,AI
321,15405 (75.9503111),6139,613984410,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
322,15434 (75.9503111),6298,629824610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
323,15447 (75.9094961),5108,510846410,Instrumentation and ,JEE(Main),MH to AI,LOBCH
,,,,Control Engineering,,,
324,15489 (75.8275675),3188,318824610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
325,15499 (75.8074167),5152,515224210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
326,15532 (75.8074167),3207,320737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
327,15540 (75.8074167),3187,318750710,Chemical Engineering,JEE(Main),AI to AI,AI
328,15771 (75.5208082),3460,346024510,Computer Engineering,JEE(Main),AI to AI,AI
329,15822 (75.4704602),3439,343937210,Electronics and ,JEE(Main),MH to AI,GOPENO
,,,,Telecommunication Engg,,,
330,15912 (75.3232443),6250,625024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
331,15923 (75.3232443),6185,618524510,Computer Engineering,JEE(Main),AI to AI,AI
332,15944 (75.1866411),5173,517324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
333,16027 (75.1591082),2113,211324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
334,16089 (75.1591082),6207,620761210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
335,16090 (75.1591082),2114,211424210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
336,16097 (75.1591082),3208,320861210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
337,16102 (75.1591082),6622,662224510,Computer Engineering,JEE(Main),AI to AI,AI
338,16112 (75.1591082),6622,662299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
339,16180 (75.1355121),6822,682261210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
340,16207 (75.1355121),6649,664929310,Electrical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
341,16245 (75.0900995),6283,628319110,Civil Engineering,JEE(Main),AI to AI,AI
342,16271 (75.0900995),6206,620624610,Information Technology,JEE(Main),AI to AI,AI
343,16304 (75.0900995),5121,512137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
344,16352 (74.9989387),3175,317524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
345,16356 (74.9989387),6769,676924610,Information Technology,JEE(Main),AI to AI,AI
346,16381 (74.9989387),3201,320161210,Mechanical Engineering,JEE(Main),AI to AI,AI
347,16387 (74.9989387),6268,626850710,Chemical Engineering,JEE(Main),AI to AI,AI
348,16447 (74.9711649),3210,321024610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
349,16492 (74.8831752),6223,622324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
350,16518 (74.8024546),6028,602819110,Civil Engineering,JEE(Main),MH to AI,LOBCH
,,,,,,,
351,16520 (74.8024546),4123,412324610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
352,16620 (74.8024546),4136,413624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
353,16670 (74.7744830),6184,618424510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
354,16709 (74.7744830),4151,415108210,Bio Technology,JEE(Main),MH to AI,GNT2H
,,,,,,,
355,16809 (74.4130597),5139,513924610,Information Technology,JEE(Main),AI to AI,AI
356,16913 (74.0942841),3197,319761210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
357,16938 (74.0207333),3196,319629310,Electrical Engineering,JEE(Main),AI to AI,AI
358,16986 (74.0207333),6795,679524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
359,17035 (74.0129969),4138,413824210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
360,17065 (74.0129969),6283,628324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
361,17106 (74.0129969),6214,621429310,Electrical Engineering,JEE(Main),AI to AI,AI
362,17169 (73.9255885),3194,319499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
363,17196 (73.9036466),6794,679424510,Computer Engineering,JEE(Main),AI to AI,AI
364,17310 (73.8667080),6272,627219110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
365,17404 (73.5421187),4167,416719110,Civil Engineering,JEE(Main),AI to AI,AI
366,17410 (73.5421187),6732,673299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
367,17493 (73.4260200),4304,430424510F,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
368,17649 (73.3061832),6273,627360610,Production Engineering,JEE(Main),AI to AI,AI
,,,,,,,
369,17674 (73.3061832),3176,317619110,Civil Engineering,JEE(Main),AI to AI,AI
370,17852 (72.9248644),3146,314624610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
371,17870 (72.9248644),6267,626737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
372,17934 (72.8887969),6185,618524520,Computer Engineering,JEE(Main),AI to AI,AI
373,17971 (72.8887969),4167,416761210,Mechanical Engineering,JEE(Main),AI to AI,AI
374,18005 (72.8849174),6146,614637610,Electronics Engineering,JEE(Main),AI to AI,AI
375,18008 (72.8849174),6270,627024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
376,18048 (72.8849174),6206,620624510,Computer Engineering,JEE(Main),AI to AI,AI
377,18149 (72.7848445),5181,518124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
378,18186 (72.7848445),5151,515124610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
379,18259 (72.4043556),3200,320091110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
380,18271 (72.4043556),6214,621437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
381,18292 (72.3311071),6028,602850710,Chemical Engineering,JEE(Main),MH to AI,LNT2H
382,18303 (72.3311071),6782,678224210,Computer Science and ,JEE(Main),MH to AI,LOBCH
,,,,Engineering,,,
383,18431 (72.2639672),3189,318950710,Chemical Engineering,JEE(Main),AI to AI,AI
384,18456 (72.1964411),6185,618524610,Information Technology,JEE(Main),AI to AI,AI
385,18472 (72.1964411),6207,620729310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
386,18532 (72.1501051),6141,614129310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
387,18561 (72.0753904),3154,315424610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
388,18586 (72.0753904),1105,110524610,Information Technology,JEE(Main),AI to AI,AI
389,18591 (72.0753904),6298,629899510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
390,18610 (72.0753904),6268,626824210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
391,18713 (71.9640107),6146,614650710,Chemical Engineering,JEE(Main),AI to AI,AI
392,18734 (71.9628422),6278,627861210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
393,18771 (71.9628422),6220,622024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
394,18997 (71.4568669),4116,411637610,Electronics Engineering,JEE(Main),AI to AI,AI
395,19025 (71.4109789),3175,317524610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
396,19040 (71.4109789),2250,225024210,Computer Science and ,JEE(Main),MH to AI,GVJH
,,,,Engineering,,,
397,19077 (71.4109789),6207,620761210,Mechanical Engineering,JEE(Main),MH to AI,GSCH
,,,,,,,
398,19098 (71.3897523),3471,347124510,Computer Engineering,JEE(Main),AI to AI,AI
399,19169 (71.3269941),2114,211491110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
400,19260 (71.1979133),6307,630724610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
401,19397 (71.0485263),6281,628137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
402,19453 (71.0442546),6278,627819110,Civil Engineering,JEE(Main),AI to AI,AI
403,19460 (71.0442546),6250,625091110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
404,19526 (71.0110927),6214,621461210,Mechanical Engineering,JEE(Main),AI to AI,AI
405,19561 (70.9815068),6146,614661210,Mechanical Engineering,JEE(Main),AI to AI,AI
406,19670 (70.9226452),4151,415124610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
407,19694 (70.8541170),4167,416735610,Electrical Engg[Electronics ,JEE(Main),AI to AI,AI
,,,,and Power],,,
408,19706 (70.8541170),3187,318761210,Mechanical Engineering,JEE(Main),AI to AI,AI
409,19756 (70.5289941),6207,620791610,Automation and Robotics,JEE(Main),AI to AI,AI
,,,,,,,
410,19778 (70.5058095),5121,512119120,Civil Engineering,JEE(Main),AI to AI,AI
411,19795 (70.5058095),5152,515261210,Mechanical Engineering,JEE(Main),MH to AI,GOPENO
412,19799 (70.5058095),6268,626837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
413,19812 (70.5058095),3204,320429310,Electrical Engineering,JEE(Main),AI to AI,AI
414,19832 (70.5058095),4174,417437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
415,19875 (70.5058095),2250,225024210,Computer Science and ,JEE(Main),MH to AI,LSTH
,,,,Engineering,,,
416,19933 (70.4127924),6643,664324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
417,20013 (70.3754081),6144,614424510,Computer Engineering,JEE(Main),AI to AI,AI
418,20018 (70.3754081),1120,112024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
419,20048 (70.3751491),6269,626937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
420,20049 (70.3751491),5449,544924610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
421,20057 (70.3751491),6767,676724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
422,20077 (70.3751491),6622,662292110,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Machine Learning,,,
423,20086 (70.3751491),3216,321650710,Chemical Engineering,JEE(Main),MH to AI,GNT2H
424,20146 (70.2435518),3033,303337210,Electronics and ,JEE(Main),MH to AI,PHCO
,,,,Telecommunication Engg,,,
425,20161 (70.2126756),3033,303361210,Mechanical Engineering,JEE(Main),MH to AI,GOBCO
426,20222 (70.1759343),6182,618219110,Civil Engineering,JEE(Main),MH to AI,GNT1H
427,20284 (70.1144217),4163,416361210,Mechanical Engineering,JEE(Main),MH to AI,GNT2H
428,20374 (70.1007800),6275,627524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
429,20391 (70.1007800),3218,321861210,Mechanical Engineering,JEE(Main),MH to AI,LOPENO
,,,,,,,
430,20408 (70.1007800),5172,517291210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
431,20481 (70.0402566),6141,614119110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
432,20514 (70.0402566),5109,510924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
433,20550 (70.0402566),2129,212924210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
434,20571 (70.0394263),6222,622237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
435,20575 (70.0394263),6834,683424510,Computer Engineering,JEE(Main),AI to AI,AI
436,20579 (70.0394263),1101,110135610,Electrical Engg[Electronics ,JEE(Main),AI to AI,AI
,,,,and Power],,,
437,20580 (70.0394263),6770,677024610,Information Technology,JEE(Main),AI to AI,AI
438,20697 (69.8570446),3190,319061210,Mechanical Engineering,JEE(Main),AI to AI,AI
439,20702 (69.8570446),3218,321824510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
440,20754 (69.6634144),6222,622289810,Textile Engineering ,JEE(Main),AI to AI,AI
,,,,(Fashion Technology),,,
441,20987 (69.2311403),2126,212624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
442,21035 (69.2311403),6288,628824210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
443,21051 (69.2311403),6250,625037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
444,21108 (69.2278304),5121,512129310,Electrical Engineering,JEE(Main),AI to AI,AI
445,21124 (69.2278304),6759,675924510,Computer Engineering,JEE(Main),AI to AI,AI
446,21130 (69.2278304),4116,411629310,Electrical Engineering,JEE(Main),AI to AI,AI
447,21143 (69.2200654),2114,211461210,Mechanical Engineering,JEE(Main),AI to AI,AI
448,21222 (69.2200654),2127,212724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
449,21339 (68.7477964),3196,319637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
450,21500 (68.7138181),4171,417129310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
451,21698 (68.5968060),3193,319324510,Computer Engineering,JEE(Main),AI to AI,AI
452,21769 (68.5455926),6138,613824510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
453,21786 (68.5455926),6758,675824510,Computer Engineering,JEE(Main),MH to AI,GNT1H
454,22019 (68.1937916),4123,412300210,Aeronautical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
455,22057 (68.1304920),4171,417124610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
456,22081 (68.1304920),3503,350324510,Computer Engineering,JEE(Main),MH to AI,LNT2H
457,22098 (68.1304920),4177,417724610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
458,22122 (68.1304920),5151,515119110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
459,22197 (68.0762541),6178,617837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
460,22530 (67.2872230),3218,321824610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
461,22626 (67.1691260),6419,641924210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
462,22766 (67.1137277),5121,512137220,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
463,22976 (67.0027134),6634,663424510,Computer Engineering,JEE(Main),AI to AI,AI
464,23016 (66.8465024),6278,627850710,Chemical Engineering,JEE(Main),AI to AI,AI
465,23043 (66.8139198),6178,617837220,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
466,23113 (66.7783253),3135,313537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
467,23161 (66.7783253),5331,533124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
468,23173 (66.7475854),4138,413824610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
469,23174 (66.7475854),4142,414299710,Artificial Intelligence,JEE(Main),AI to AI,AI
,,,,,,,
470,23346 (66.2619983),6770,677024510,Computer Engineering,JEE(Main),AI to AI,AI
471,23383 (66.2619983),4151,415124210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
472,23458 (66.1468903),2250,225024210,Computer Science and ,JEE(Main),MH to AI,GSCH
,,,,Engineering,,,
473,23471 (66.1468903),2533,253324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
474,23581 (66.0525752),6797,679729310,Electrical Engineering,JEE(Main),MH to AI,LNT3H
475,23582 (66.0525752),6802,680261210,Mechanical Engineering,JEE(Main),MH to AI,LSTO
,,,,,,,
476,23667 (65.9994434),6156,615637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
477,23707 (65.9403631),6138,613824610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
478,23729 (65.9403631),6267,626729310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
479,23847 (65.7825422),6222,622289610,Textile Technology,JEE(Main),AI to AI,AI
,,,,,,,
480,23892 (65.7479355),6265,626537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
481,24049 (65.5495182),6155,615599710,Artificial Intelligence,JEE(Main),AI to AI,AI
482,24052 (65.5495182),4139,413961210,Mechanical Engineering,JEE(Main),MH to AI,GOPENO
,,,,,,,
483,24055 (65.5495182),6184,618424610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
484,24105 (65.2973662),4151,415100210,Aeronautical Engineering,JEE(Main),MH to AI,GVJH
,,,,,,,
485,24182 (65.2431354),5104,510424510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
486,24191 (65.2431354),6419,641991310,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering (Artificial ,,,
487,24269 (65.0307172),6796,679637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
488,24321 (65.0307172),4172,417224210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
489,24382 (64.9291194),6156,615629310,Electrical Engineering,JEE(Main),AI to AI,AI
490,24466 (64.9085090),5409,540924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
491,24491 (64.9085090),3193,319361210,Mechanical Engineering,JEE(Main),MH to AI,GNT2H
492,24538 (64.9085090),5160,516062410,Mechatronics Engineering,JEE(Main),AI to AI,AI
,,,,,,,
493,24592 (64.9085090),6206,620637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
494,24662 (64.8959321),6802,680250710,Chemical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
495,24713 (64.7918988),5109,510924610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
496,24777 (64.7900418),6155,615591710,Data Science,JEE(Main),AI to AI,AI
497,24977 (64.2893041),3219,321924510,Computer Engineering,JEE(Main),MH to AI,LOPENH
,,,,,,,
498,25028 (64.1045808),4174,417419110,Civil Engineering,JEE(Main),AI to AI,AI
499,25029 (64.1045808),3436,343624510,Computer Engineering,JEE(Main),AI to AI,AI
500,25077 (63.9247764),6640,664024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
501,25136 (63.9025795),2114,211437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
502,25189 (63.8821996),6649,664929310,Electrical Engineering,JEE(Main),MH to AI,GOBCH
,,,,,,,
503,25342 (63.8282598),6283,628300210,Aeronautical Engineering,JEE(Main),AI to AI,AI
504,25396 (63.8282598),6808,680824510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
505,25401 (63.8282598),5171,517124510,Computer Engineering,JEE(Main),AI to AI,AI
506,25534 (63.7897492),2127,212724610,Information Technology,JEE(Main),AI to AI,AI
507,25566 (63.7496286),6144,614424610,Information Technology,JEE(Main),AI to AI,AI
508,25567 (63.7496286),4147,414724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
509,25576 (63.7496286),1107,110724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
510,25638 (63.6696335),4139,413924210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
511,25684 (63.6696335),6758,675824510,Computer Engineering,JEE(Main),MH to AI,GOBCH
512,25718 (63.6696335),1128,112824210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
513,25756 (63.6696335),4138,413899710,Artificial Intelligence,JEE(Main),AI to AI,AI
,,,,,,,
514,25806 (63.4977421),6794,679424610,Information Technology,JEE(Main),AI to AI,AI
515,25844 (63.4810593),4147,414724610,Information Technology,JEE(Main),AI to AI,AI
516,25937 (63.4810593),6649,664919110,Civil Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
517,26110 (63.2129688),5418,541824510,Computer Engineering,JEE(Main),AI to AI,AI
518,26327 (62.7368048),4163,416370110,Mining Engineering,JEE(Main),AI to AI,AI
,,,,,,,
519,26363 (62.7368048),6184,618461210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
520,26381 (62.7368048),4142,414291710,Data Science,JEE(Main),AI to AI,AI
,,,,,,,
521,26406 (62.7368048),4151,415137010,Electronics and ,JEE(Main),MH to AI,LOBCH
,,,,Communication ,,,
522,26515 (62.6356061),6311,631129310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
523,26546 (62.6356061),6796,679619110,Civil Engineering,JEE(Main),AI to AI,AI
524,26558 (62.6356061),3135,313561210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
525,26621 (62.4539111),5161,516124610,Information Technology,JEE(Main),AI to AI,AI
526,26691 (62.1723066),1119,111937210,Electronics and ,JEE(Main),MH to AI,GNT1H
,,,,Telecommunication Engg,,,
527,26692 (62.1723066),6319,631919110,Civil Engineering,JEE(Main),MH to AI,GNT2H
,,,,,,,
528,26707 (62.1723066),6155,615537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
529,26725 (62.1723066),5161,516119110,Civil Engineering,JEE(Main),AI to AI,AI
530,26744 (62.1723066),6755,675537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
531,26934 (61.8068601),6250,625091210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
532,27020 (61.8068601),3147,314724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
533,27044 (61.7967833),6317,631724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
534,27152 (61.7967833),6267,626719110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
535,27225 (61.6871863),3154,315491110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
536,27264 (61.6871863),5125,512524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
537,27322 (61.6871863),1107,110719110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
538,27360 (61.4689324),4174,417429310,Electrical Engineering,JEE(Main),AI to AI,AI
539,27387 (61.4689324),4192,419261210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
540,27522 (61.2449702),4171,417150710,Chemical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
541,27544 (61.2449702),6145,614537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
542,27564 (61.2449702),6772,677237210,Electronics and ,JEE(Main),MH to AI,GSCH
,,,,Telecommunication Engg,,,
543,27627 (61.2449702),6419,641937010,Electronics and ,JEE(Main),MH to AI,GNT3H
,,,,Communication ,,,
544,27633 (61.2449702),6269,626924210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
