Sr. No,"All India 
Merit",Institute Code,Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type
"1,065",95589 (27.4174428),5108,510846410,Instrumentation and ,MHT-CET,AI to AI,AI
,,,,Control Engineering,,,
"1,066",95749 (27.2188160),6609,660937210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,067",95811 (27.2188160),3194,319461210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,068",95828 (27.2188160),3200,320037210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,069",95900 (27.0032820),5103,510361210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,070",95940 (27.0032820),4104,410419110,Civil Engineering,MHT-CET,AI to AI,AI
"1,071",95987 (27.0032820),3221,322137210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,072",96293 (26.7293565),3192,319229310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,073",96412 (26.7293565),5170,517099410,Robotics,MHT-CET,AI to AI,AI
,,,,,,,
"1,074",96457 (26.6971381),2136,213624510,Computer Engineering,MHT-CET,AI to AI,AI
"1,075",96517 (26.6971381),3219,321919110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,076",96696 (25.9807928),6222,622289010,Textile Chemistry,MHT-CET,AI to AI,AI
,,,,,,,
"1,077",96698 (25.9807928),6732,673261210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,078",96874 (25.2726609),1107,110719110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
,,,,,,,
"1,079",96992 (24.3861135),6768,676819110,Civil Engineering,MHT-CET,AI to AI,AI
"1,080",97240 (23.8512481),1265,126537210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,081",97399 (23.7053966),2522,252224510,Computer Engineering,MHT-CET,AI to AI,AI
"1,082",97402 (23.7053966),6839,683929310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,083",97517 (23.7053966),3222,322291110,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering(Artificial ,,,
"1,084",97566 (23.6981488),4135,413537210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,085",97569 (23.6981488),4193,419329310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,086",97586 (23.6981488),6317,631762410,Mechatronics Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,087",98023 (23.3734940),5168,516824510,Computer Engineering,MHT-CET,AI to AI,AI
"1,088",98106 (23.3734940),6632,663237210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,089",98256 (22.8953821),6305,630524210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,090",98305 (22.0842248),1127,112729310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,091",98403 (22.0842248),4613,461329310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,092",98583 (21.1515665),5108,510861210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
,,,,,,,
"1,093",98869 (20.6305511),5139,513991610,Automation and Robotics,MHT-CET,AI to AI,AI
"1,094",98924 (20.6305511),4192,419224210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,095",99012 (20.4998738),3200,320029310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,096",99043 (20.4998738),4163,416319110,Civil Engineering,MHT-CET,AI to AI,AI
"1,097",99182 (20.4392401),4145,414599510,Artificial Intelligence and ,MHT-CET,AI to AI,AI
,,,,Data Science,,,
"1,098",99373 (20.0646488),3467,346737210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,099",99524 (19.7997548),6250,625061210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,100",99536 (19.7997548),2138,213824210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,101",99771 (18.2274908),6326,632661210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,102",100021 (17.6907495),6219,621946110,Bio Medical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,103",100055 (17.6907495),4135,413529310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,104",100159 (17.6622065),5164,516461210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,105",100170 (17.6622065),5109,510929310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,106",100210 (17.6566480),1128,112829310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,107",100226 (17.6566480),5418,541819110,Civil Engineering,MHT-CET,AI to AI,AI
"1,108",100314 (17.5835125),3439,343961210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,109",100342 (17.5835125),5173,517361210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,110",100416 (17.3535029),6317,631761210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,111",100452 (17.3535029),6640,664061210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,112",100457 (17.3535029),6269,626929310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,113",100518 (17.3535029),6182,618219110,Civil Engineering,MHT-CET,AI to AI,AI
"1,114",100680 (17.0555392),6644,664437210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,115",100747 (16.4118353),6298,629829310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,116",100760 (16.4118353),2131,213124210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,117",100895 (15.6759808),6796,679661210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,118",100997 (15.4129019),5331,533129310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,119",101060 (15.2184075),4145,414529310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,120",101228 (15.1712203),6632,663229310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,121",101245 (15.1712203),3423,342361210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,122",101342 (14.9570903),3146,314661210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,123",101490 (14.9204746),6326,632637210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,124",101596 (14.5140215),6767,676799510,Artificial Intelligence and ,MHT-CET,AI to AI,AI
,,,,Data Science,,,
"1,125",101703 (14.2756391),4181,418161210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,126",101717 (14.2756391),5160,516019110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,127",101741 (14.2756391),5161,516129310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,128",101787 (13.8182957),5152,515237210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,129",102293 (12.3857612),3190,319062410,Mechatronics Engineering,MHT-CET,AI to AI,AI
"1,130",102321 (12.3857612),2533,253329310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,131",102501 (12.1067444),1268,126824210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,132",102601 (11.7954746),4193,419361210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,133",102747 (10.9173017),6275,627561210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,134",102750 (10.9173017),4145,414519110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
,,,,,,,
"1,135",102754 (10.9173017),6762,676229310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,136",102885 (10.7217903),6643,664361210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,137",102910 (10.7217903),6756,675626310,Artificial Intelligence (AI) ,MHT-CET,AI to AI,AI
,,,,and Data Science,,,
"1,138",102950 (10.7217903),6644,664429310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,139",103032 (10.5537393),3193,319337210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,140",103108 (10.5196916),5177,517737210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,141",103143 (10.2751830),6758,675892110,Artificial Intelligence and ,MHT-CET,AI to AI,AI
,,,,Machine Learning,,,
"1,142",103274 (10.0211076),6298,629819110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,143",103306 (10.0211076),5104,510437210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,144",103334 (10.0211076),6222,622219110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,145",103376 (9.7502204),1123,112337210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,146",103498 (8.9359300),4302,430224510,Computer Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,147",103660 (8.6176951),6283,628319110,Civil Engineering,MHT-CET,AI to AI,AI
"1,148",103884 (8.3443709),6839,683919110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,149",104067 (7.8107552),2135,213561210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,150",104100 (7.5249178),5106,510637210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,151",104181 (7.3948631),6786,678660210,Automobile Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,152",104185 (7.3948631),6324,632419110,Civil Engineering,MHT-CET,AI to AI,AI
"1,153",104299 (7.0794162),4135,413519110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,154",104314 (7.0794162),6185,618529310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,155",104354 (6.8013128),1127,112761210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,156",104471 (6.7188485),6250,625019110,Civil Engineering,MHT-CET,AI to AI,AI
"1,157",104492 (6.6428935),5109,510961210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,158",104526 (6.6428935),6640,664019110,Civil Engineering,MHT-CET,AI to AI,AI
"1,159",104557 (6.5584481),4613,461361210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,160",104561 (6.5584481),2252,225229710,Electrical and Electronics ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,161",104611 (6.1827799),4145,414537210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,162",104728 (5.6957499),3221,322129310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
,,,,,,,
"1,163",104737 (5.6957499),3216,321650710,Chemical Engineering,MHT-CET,AI to AI,AI
"1,164",104757 (5.6957499),5125,512550710,Chemical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,165",104810 (5.6666494),6298,629861210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,166",104864 (5.4433898),4181,418119110,Civil Engineering,MHT-CET,AI to AI,AI
"1,167",104869 (5.4433898),2112,211284410,Electronics and Computer ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,168",104872 (5.4433898),4151,415137010,Electronics and ,MHT-CET,AI to AI,AI
,,,,Communication ,,,
"1,169",104901 (5.4433898),6293,629329310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,170",104905 (5.4433898),2136,213661210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,171",104926 (5.2426980),3218,321861210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,172",105043 (4.8427858),5418,541829310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,173",105161 (4.6909399),4192,419261210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,174",105163 (4.6076829),6757,675737210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,175",105176 (4.6076829),3200,320061210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,176",105218 (4.5811042),6308,630837210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
"1,177",105223 (4.5811042),4145,414561210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,178",105273 (4.3788348),6321,632124210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,179",105290 (4.2183232),3187,318761210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,180",105405 (4.0244524),3222,322219110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,181",105411 (4.0244524),3224,322491110,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering(Artificial ,,,
"1,182",105466 (3.6908610),5109,510919110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,183",105476 (3.6908610),4188,418837210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,184",105490 (3.6908610),6270,627061210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,185",105513 (3.6409822),4163,416329310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,186",105564 (3.5911320),2126,212629310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,187",105605 (3.4034297),2129,212937610,Electronics Engineering,MHT-CET,AI to AI,AI
"1,188",105660 (3.2365062),6796,679619110,Civil Engineering,MHT-CET,AI to AI,AI
"1,189",105678 (3.1860641),4151,415129310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,190",105692 (3.1153786),6803,680329310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
,,,,,,,
"1,191",105787 (2.8411157),1105,110519110,Civil Engineering,MHT-CET,AI to AI,AI
"1,192",105803 (2.8299959),1116,111619110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,193",105831 (2.7681458),4163,416361210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,194",105833 (2.7681458),6303,630361210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,195",105841 (2.6797420),4151,415119110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,196",105850 (2.6797420),6270,627019110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,197",105859 (2.6797420),6220,622061210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,198",105875 (2.5320445),6311,631129310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,199",105893 (2.4943196),6139,613961210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,200",105961 (2.3025981),6282,628246610,Instrumentation ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,201",106019 (2.1392889),2113,211361210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,202",106039 (2.1250511),6635,663537210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,203",106055 (2.0242278),6545,654537210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,204",106068 (2.0242278),3216,321637210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
,,,,,,,
"1,205",106094 (1.9568961),2533,253361210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,206",106111 (1.9248166),5151,515119110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,207",106125 (1.9035597),4147,414729310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,208",106128 (1.9035597),2508,250850310,Food Technology,MHT-CET,AI to AI,AI
"1,209",106130 (1.7014773),6762,676237210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,210",106140 (1.6516906),1127,112719110,Civil Engineering,MHT-CET,AI to AI,AI
"1,211",106145 (1.6516906),6649,664929310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,212",106228 (1.5417694),6782,678224210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,213",106235 (1.5417694),4613,461319110,Civil Engineering,MHT-CET,AI to AI,AI
"1,214",106309 (1.2465590),4118,411829310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,215",106316 (1.2305955),6283,628361210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,216",106318 (1.2305955),4135,413561210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,217",106328 (1.1754334),3440,344024510,Computer Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,218",106393 (1.0001005),4144,414429310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
,,,,,,,
"1,219",106397 (0.9594883),5103,510337610,Electronics Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,220",106405 (0.9245312),6643,664319110,Civil Engineering,MHT-CET,AI to AI,AI
"1,221",106444 (0.8285699),3154,315460210,Automobile Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,222",106468 (0.7169907),4190,419024210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,223",106478 (0.7063834),6267,626792210,Civil and Environmental ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,224",106490 (0.7056167),6223,622329310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,225",106530 (0.5114022),4192,419219110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,226",106532 (0.4832948),4123,412329310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,227",106545 (0.4414896),4143,414324510,Computer Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,228",106555 (0.3757241),4147,414719110,Civil Engineering,MHT-CET,AI to AI,AI
"1,229",106559 (0.3729775),6938,693824250F,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,230",106570 (0.3467685),6304,630437210,"Electronics and 
Telecommunication Engg",MHT-CET,AI to AI,AI
"1,231",106588 (0.2337298),5381,538124210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,232",106601 (0.1467683),4147,414761210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
,,,,,,,
"1,233",106603 (0.1234205),1123,112361210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,234",106622 (0.0311640),4192,419235610,Electrical Engg[Electronics ,MHT-CET,AI to AI,AI
,,,,and Power],,,
"1,235",106634 (0.0052441),1116,111650710,Chemical Engineering,MHT-CET,AI to AI,AI
