Sr. No,"All India 
Merit",Institute Code,Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type
532,26888 (61.6076135),6625,662524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
533,26925 (61.6076135),6267,626729310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
534,26972 (61.5494994),5162,516229310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
535,26991 (61.5494994),3154,315491210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
536,27214 (61.3753497),6759,675924510,Computer Engineering,JEE(Main),AI to AI,AI
537,27284 (61.2940480),3467,346724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
538,27286 (61.2940480),3196,319637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
539,27333 (61.2940480),4167,416761210,Mechanical Engineering,JEE(Main),AI to AI,AI
540,27336 (61.2389720),3146,314699510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
541,27378 (61.0981804),1128,112824610,Information Technology,JEE(Main),AI to AI,AI
542,27430 (61.0169166),6155,615529310,Electrical Engineering,JEE(Main),AI to AI,AI
543,27496 (60.9376966),6222,622237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
544,27569 (60.8908557),6815,681524510,Computer Engineering,JEE(Main),AI to AI,AI
545,27631 (60.8782669),3471,347199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
546,27662 (60.7472068),4139,413924210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
547,27707 (60.7472068),6755,675537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
548,27710 (60.7014004),4175,417519110,Civil Engineering,JEE(Main),AI to AI,AI
549,27746 (60.6658288),3193,319392110,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Machine Learning,,,
550,27752 (60.6658288),5390,539024510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
551,27787 (60.6217517),6768,676824510,Computer Engineering,JEE(Main),AI to AI,AI
552,27955 (60.3800922),3460,346092110,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Machine Learning,,,
553,28201 (60.2784243),6146,614661210,Mechanical Engineering,JEE(Main),AI to AI,AI
554,28238 (60.2056005),6268,626837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
555,28282 (60.2056005),3223,322390010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
556,28373 (59.8316756),6270,627024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
557,28474 (59.7408335),6808,680861210,Mechanical Engineering,JEE(Main),AI to AI,AI
558,28491 (59.7408335),6325,632592110,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Machine Learning,,,
559,28539 (59.7036196),4144,414424210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
560,28608 (59.6353051),6283,628326310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI
,,,,and Data Science,,,
,,,,,,,
561,28677 (59.6261990),6303,630324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
562,28691 (59.6261990),6311,631137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
563,28751 (59.5940853),5130,513024510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
564,28801 (59.5466073),5104,510429310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
565,29006 (59.2889953),6177,617708210,Bio Technology,JEE(Main),AI to AI,AI
566,29029 (59.2682823),3439,343919110,Civil Engineering,JEE(Main),AI to AI,AI
567,29067 (59.2278954),3222,322224610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
568,29095 (59.2278954),2129,212924610,Information Technology,JEE(Main),AI to AI,AI
569,29185 (59.0320426),3175,317546110,Bio Medical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
570,29188 (59.0320426),5104,510424510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
571,29221 (58.9707509),6649,664937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
572,29244 (58.9707509),6160,616037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
573,29316 (58.8563727),6149,614924510,Computer Engineering,JEE(Main),AI to AI,AI
574,29398 (58.6960425),6278,627819110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
575,29529 (58.4501451),1121,112124610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
576,29797 (58.2123399),5409,540924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
577,29842 (58.1954951),5139,513984410,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
578,29935 (58.1413078),4649,464961210,Mechanical Engineering,JEE(Main),AI to AI,AI
579,29938 (58.1413078),4649,464919110,Civil Engineering,JEE(Main),AI to AI,AI
580,29957 (58.1413078),3185,318546610,Instrumentation ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
581,30009 (58.0419580),6609,660924510,Computer Engineering,JEE(Main),AI to AI,AI
582,30068 (57.9825702),3146,314692010,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering (Internet of ,,,
583,30171 (57.6163195),6177,617750710,Chemical Engineering,JEE(Main),AI to AI,AI
584,30180 (57.5816256),4151,415124210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
585,30252 (57.5717653),5125,512524610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
586,30388 (57.4551241),4167,416726510,Industrial IoT,JEE(Main),AI to AI,AI
587,30392 (57.4551241),4116,411619110,Civil Engineering,JEE(Main),AI to AI,AI
588,30551 (57.3108921),6780,678024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
589,30558 (57.3108921),1114,111437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
590,30602 (57.2490653),3187,318750710,Chemical Engineering,JEE(Main),AI to AI,AI
591,30632 (57.0252075),4163,416324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
592,30701 (56.9873631),4136,413637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
593,30715 (56.9873631),6187,618737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
594,30729 (56.9873631),3207,320760210,Automobile Engineering,JEE(Main),AI to AI,AI
595,30762 (56.9369681),6138,613837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
596,30855 (56.9290623),4138,413837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
597,30916 (56.8843422),4174,417419110,Civil Engineering,JEE(Main),AI to AI,AI
598,30970 (56.8379203),4147,414799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
599,31028 (56.8328542),6182,618237210,"Electronics and 
Telecommunication Engg",JEE(Main),AI to AI,AI
600,31096 (56.7877794),6282,628229310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
601,31153 (56.6504732),3200,320024610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
602,31175 (56.4518197),4167,416735610,Electrical Engg[Electronics ,JEE(Main),AI to AI,AI
,,,,and Power],,,
,,,,,,,
603,31198 (56.4272421),6269,626919110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
604,31339 (56.2874833),4116,411661210,Mechanical Engineering,JEE(Main),AI to AI,AI
605,31456 (56.2854939),3218,321837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
606,31506 (56.2306976),3146,314629310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
607,31545 (56.2255489),6758,675824510,Computer Engineering,JEE(Main),AI to AI,AI
608,31579 (56.2255489),6326,632619110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
609,31626 (56.1815275),1265,126524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
610,31644 (55.9755377),3465,346524510,Computer Engineering,JEE(Main),AI to AI,AI
611,31678 (55.9388924),4142,414229310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
612,31921 (55.5949166),3207,320761210,Mechanical Engineering,JEE(Main),AI to AI,AI
613,32020 (55.5421829),6141,614191610,Automation and Robotics,JEE(Main),AI to AI,AI
,,,,,,,
614,32082 (55.3759939),2127,212761210,Mechanical Engineering,JEE(Main),AI to AI,AI
615,32212 (55.2790626),3200,320091110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
616,32220 (55.2790626),1123,112324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
617,32368 (55.0984964),5173,517337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
618,32481 (55.0123246),4104,410424610,Information Technology,JEE(Main),AI to AI,AI
619,32561 (54.7475505),3223,322329310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
620,32648 (54.7103701),6272,627219110,Civil Engineering,JEE(Main),AI to AI,AI
621,32801 (54.6208217),5177,517724610,Information Technology,JEE(Main),AI to AI,AI
622,32808 (54.6208217),3216,321624510,Computer Engineering,JEE(Main),AI to AI,AI
623,33003 (54.4435610),6609,660926310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI
,,,,and Data Science,,,
624,33023 (54.3469032),1120,112037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
625,33041 (54.3469032),3217,321724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
626,33073 (54.3089570),5396,539624510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
627,33134 (54.2524464),3183,318361210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
628,33140 (54.2524464),3175,317537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
629,33234 (54.1431172),6632,663224510,Computer Engineering,JEE(Main),AI to AI,AI
630,33316 (53.8729305),4196,419624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
631,33322 (53.8729305),6138,613819110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
632,33365 (53.8619538),5109,510999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
633,33386 (53.8619538),6622,662261210,Mechanical Engineering,JEE(Main),AI to AI,AI
634,33449 (53.7484550),5162,516291610,Automation and Robotics,JEE(Main),AI to AI,AI
,,,,,,,
635,33536 (53.5442018),5399,539924510,Computer Engineering,JEE(Main),AI to AI,AI
636,33571 (53.5100829),4174,417461210,Mechanical Engineering,JEE(Main),AI to AI,AI
637,33575 (53.5100829),6283,628392010,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering (Internet of ,,,
638,33718 (53.3262328),5152,515299710,Artificial Intelligence,JEE(Main),AI to AI,AI
639,33819 (53.2047501),6797,679724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
640,33923 (53.1391551),5449,544929310,Electrical Engineering,JEE(Main),AI to AI,AI
641,33984 (53.0889014),6267,626708210,Bio Technology,JEE(Main),AI to AI,AI
,,,,,,,
642,34120 (52.8901020),6144,614437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
643,34176 (52.8728805),1101,110135610,Electrical Engg[Electronics ,JEE(Main),AI to AI,AI
,,,,and Power],,,
644,34206 (52.8368065),3206,320691110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
,,,,,,,
645,34264 (52.7668974),4144,414424610,Information Technology,JEE(Main),AI to AI,AI
646,34314 (52.7405945),6183,618324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
647,34341 (52.7405945),6298,629821910,Robotics and Automation,JEE(Main),AI to AI,AI
,,,,,,,
648,34346 (52.7044633),1268,126819110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
649,34362 (52.7044633),5182,518224510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
650,34371 (52.7044633),5160,516029310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
651,34414 (52.6328985),3423,342337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
652,34461 (52.5709152),4139,413992110,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Machine Learning,,,
653,34524 (52.4247906),6822,682219110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
654,34543 (52.4059157),6643,664337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
655,34557 (52.4059157),5151,515137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
656,34589 (52.1049688),6324,632424510,Computer Engineering,JEE(Main),AI to AI,AI
657,34605 (52.1049688),4104,410425110,Computer Technology,JEE(Main),AI to AI,AI
658,34632 (51.9783577),6769,676937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
659,34691 (51.9653633),6317,631799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
660,34720 (51.9596529),1116,111624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
661,34725 (51.9596529),4123,412308210,Bio Technology,JEE(Main),AI to AI,AI
,,,,,,,
662,34750 (51.9596529),6304,630419110,Civil Engineering,JEE(Main),AI to AI,AI
663,34776 (51.9310662),4151,415100210,Aeronautical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
664,34815 (51.9095129),6839,683991210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
665,34847 (51.9056837),5121,512150710,Chemical Engineering,JEE(Main),AI to AI,AI
666,34878 (51.9030336),1105,110537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
667,34953 (51.7794602),5170,517024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
668,35175 (51.6371334),5121,512129310,Electrical Engineering,JEE(Main),AI to AI,AI
669,35263 (51.4829007),6786,678637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
670,35304 (51.4515454),6179,617919110,Civil Engineering,JEE(Main),AI to AI,AI
671,35568 (51.0143630),5449,544919110,Civil Engineering,JEE(Main),AI to AI,AI
672,35578 (51.0143630),2126,212626310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI
,,,,and Data Science,,,
,,,,,,,
673,35580 (51.0143630),3194,319419110,Civil Engineering,JEE(Main),AI to AI,AI
674,35624 (50.9748196),6307,630760210,Automobile Engineering,JEE(Main),AI to AI,AI
,,,,,,,
675,35683 (50.8491407),3471,347125710,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Design,,,
676,35731 (50.8012008),6139,613929310,Electrical Engineering,JEE(Main),AI to AI,AI
677,35779 (50.6578300),6794,679437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
678,35780 (50.6578300),2114,211437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
679,35872 (50.4893790),6278,627861210,Mechanical Engineering,JEE(Main),AI to AI,AI
680,35902 (50.4893790),4137,413761210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
681,35981 (50.4518639),5106,510624510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
682,35992 (50.4518639),6277,627724610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
683,36087 (50.3249987),2134,213424210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
684,36124 (50.3047786),6185,618537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
685,36156 (50.3047786),3203,320329310,Electrical Engineering,JEE(Main),AI to AI,AI
686,36168 (50.3047786),6269,626992510,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering (Artificial ,,,
,,,,,,,
687,36509 (49.8587385),2137,213729710,Electrical and Electronics ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
688,36533 (49.8587385),3219,321924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
689,36585 (49.7110834),5449,544961210,Mechanical Engineering,JEE(Main),AI to AI,AI
690,36655 (49.5228980),4147,414737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
691,36675 (49.5228980),3467,346791110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
692,36683 (49.5228980),5330,533099510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
693,36824 (49.1928708),6315,631561210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
694,36828 (49.1928708),2113,211384410,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
695,36986 (48.9917010),4123,412337010,Electronics and ,JEE(Main),AI to AI,AI
,,,,Communication ,,,
696,36990 (48.9917010),6270,627037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
697,37011 (48.9549942),4139,413937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
698,37102 (48.8809298),3439,343990010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
699,37344 (48.8308407),2112,211224210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
700,37391 (48.7358629),6307,630737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
701,37424 (48.7202437),4137,413729310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
702,37470 (48.7202437),3135,313561210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
703,37514 (48.6964414),5161,516125710,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Design,,,
704,37522 (48.6096116),6265,626561510,Mechanical & Automation ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
705,37676 (48.3511910),5411,541124510,Computer Engineering,JEE(Main),AI to AI,AI
706,37683 (48.3511910),6268,626850710,Chemical Engineering,JEE(Main),AI to AI,AI
707,37699 (48.3111409),1127,112724510,Computer Engineering,JEE(Main),AI to AI,AI
708,37805 (48.2285378),6756,675619110,Civil Engineering,JEE(Main),AI to AI,AI
709,37853 (48.1110660),1107,110737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
710,37879 (47.9014247),1107,110799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
711,38003 (47.5944538),6767,676724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
712,38005 (47.5944538),5164,516429310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
713,38068 (47.5633355),4145,414524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
714,38096 (47.5633355),5411,541137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
715,38154 (47.4477418),4151,415124610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
716,38211 (47.4170430),4123,412326510,Industrial IoT,JEE(Main),AI to AI,AI
,,,,,,,
717,38223 (47.4088632),5181,518137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
718,38388 (47.2110082),6217,621724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
719,38448 (47.0964923),5181,518161210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
720,38508 (47.0527019),5152,515229310,Electrical Engineering,JEE(Main),AI to AI,AI
721,38569 (46.9798262),3471,347162410,Mechatronics Engineering,JEE(Main),AI to AI,AI
722,38583 (46.9798262),1101,110161210,Mechanical Engineering,JEE(Main),AI to AI,AI
723,38655 (46.9702153),6315,631524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
724,38814 (46.8761376),6275,627537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
725,38941 (46.6152140),1120,112061210,Mechanical Engineering,JEE(Main),AI to AI,AI
726,38947 (46.6152140),6640,664037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
727,38977 (46.6152140),3219,321924610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
728,39010 (46.5312675),6803,680324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
729,39044 (46.5104571),3351,335124510,Computer Engineering,JEE(Main),AI to AI,AI
730,39121 (46.1597641),5121,512121910,Robotics and Automation,JEE(Main),AI to AI,AI
731,39150 (46.1597641),5382,538224510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
732,39402 (45.8236173),2116,211624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
733,39406 (45.8236173),3208,320861210,Mechanical Engineering,JEE(Main),AI to AI,AI
734,39438 (45.7349145),3175,317550710,Chemical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
735,39539 (45.6326029),5124,512424610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
736,39871 (45.0406154),3146,314637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
737,39918 (45.0235682),2127,212737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
738,39964 (44.9245630),4197,419761210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
739,40021 (44.9222218),4195,419524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
740,40027 (44.8931643),5303,530324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
741,40081 (44.8784214),2130,213099510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
742,40150 (44.7445148),4196,419619110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
743,40167 (44.7445148),4142,414219110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
744,40173 (44.7445148),5179,517924510,Computer Engineering,JEE(Main),AI to AI,AI
745,40325 (44.5628242),5162,516261210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
746,40538 (43.9619199),1119,111924210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
747,40592 (43.9026727),5109,510937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
748,40728 (43.8408502),2135,213524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
749,40824 (43.6626353),3198,319824610,Information Technology,JEE(Main),AI to AI,AI
750,40964 (43.3216295),1117,111724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
751,41034 (43.3201230),6223,622337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
752,41105 (43.2997583),6141,614161210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
753,41167 (43.2068295),6320,632037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
754,41225 (43.1983266),5152,515291710,Data Science,JEE(Main),AI to AI,AI
755,41271 (43.1973264),6319,631924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
756,41479 (42.7506995),6267,626719110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
757,41622 (42.4061680),6635,663519110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
758,41709 (42.3093405),5124,512424510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
759,41784 (42.2869398),3189,318961210,Mechanical Engineering,JEE(Main),AI to AI,AI
760,41962 (41.8425733),5177,517719110,Civil Engineering,JEE(Main),AI to AI,AI
761,42092 (41.8010423),5184,518424510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
762,42296 (41.5145230),5401,540124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
763,42311 (41.5145230),1120,112050710,Chemical Engineering,JEE(Main),AI to AI,AI
764,42483 (41.3793103),2126,212684410,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
765,42751 (40.7249558),2533,253399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
766,42840 (40.6410729),3503,350324510,Computer Engineering,JEE(Main),AI to AI,AI
767,42906 (40.4444904),6214,621461210,Mechanical Engineering,JEE(Main),AI to AI,AI
768,42942 (40.3574367),4193,419324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
769,42944 (40.3574367),6207,620761210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
770,42958 (40.3574367),4304,430437250F,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
771,42972 (40.3574367),4177,417719110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
772,42979 (40.3574367),6222,622289610,Textile Technology,JEE(Main),AI to AI,AI
,,,,,,,
773,42994 (40.3574367),6288,628837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
774,43027 (40.2468559),1121,112137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
775,43046 (40.2468559),6268,626819110,Civil Engineering,JEE(Main),AI to AI,AI
776,43048 (40.2468559),5121,512119110,Civil Engineering,JEE(Main),AI to AI,AI
777,43113 (40.2244357),1117,111799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
778,43186 (40.0936516),6759,675999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
779,43231 (40.0853683),3206,320624510,Computer Engineering,JEE(Main),AI to AI,AI
780,43411 (39.9601833),6635,663524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
781,43438 (39.9298022),4135,413524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
782,43523 (39.9202795),6223,622399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
783,43527 (39.9202795),3423,342319110,Civil Engineering,JEE(Main),AI to AI,AI
784,43687 (39.7382306),6325,632537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
785,43773 (39.5516345),6808,680837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
786,43857 (39.1883237),5107,510724510,Computer Engineering,JEE(Main),AI to AI,AI
787,43867 (38.9334476),5139,513937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
788,43935 (38.9232685),1128,112837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
789,43988 (38.8121746),6220,622037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
790,44042 (38.6653466),6222,622257010,Fashion Technology,JEE(Main),AI to AI,AI
,,,,,,,
791,44100 (38.5705115),6203,620362410,Mechatronics Engineering,JEE(Main),AI to AI,AI
792,44175 (38.4707441),6156,615629310,Electrical Engineering,JEE(Main),AI to AI,AI
793,44259 (38.3850656),2516,251624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
794,44297 (38.3271978),4139,413961210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
795,44449 (38.2569907),4118,411824510,Computer Engineering,JEE(Main),AI to AI,AI
796,44552 (38.0219441),6223,622361210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
